来源表,IP 地址,请求样本数,1级地区码,2级地区名称,ISP名称
G,156.233.183.210,4 ,US,加利福尼亚州,cloudinnovation.org
G,158.181.204.159,4 ,KG,吉尔吉斯斯坦,megaline.kg
G,160.176.55.54,4 ,MA,摩洛哥,
G,160.187.227.231,4 ,JP,日本,
G,161.142.152.98,4 ,MY,马来西亚,time.com.my
G,161.142.158.171,4 ,MY,马来西亚,time.com.my
G,168.232.168.18,4 ,HN,洪都拉斯,cablemar.net
G,169.45.120.48,4 ,US,加利福尼亚州,softlayer.com
G,170.150.80.51,4 ,BR,里约热内卢州,interfacil.info
G,170.78.249.80,4 ,BR,圣保罗州,varzea-net.com.br
G,170.83.2.214,4 ,BR,圣保罗州,expand.tv.br
G,170.83.246.79,4 ,BR,里约热内卢州,
G,171.235.145.142,4 ,VN,平阳省,viettel.com.vn
G,171.239.78.53,4 ,VN,同奈省,viettel.com.vn
G,172.58.241.98,4 ,US,美国,t-mobile.com
G,173.21.222.228,4 ,US,爱荷华州,mediacomcable.com
G,175.141.103.255,4 ,MY,雪兰莪州,tm.com.my
G,175.145.39.61,4 ,MY,雪兰莪州,tm.com.my
G,177.125.86.18,4 ,BR,米纳斯吉拉斯州,cmt.net.br
G,177.143.226.226,4 ,BR,南里奥格兰德州,claro.com.br
G,177.144.161.221,4 ,BR,圣保罗州,telefonica.com
G,177.221.182.159,4 ,BR,米纳斯吉拉斯州,wimaxinternet.com.br
G,177.222.230.167,4 ,BR,米纳斯吉拉斯州,infocomnet.com.br
G,177.62.21.18,4 ,BR,圣保罗州,telefonica.com
G,177.66.252.195,4 ,BR,米纳斯吉拉斯州,
G,177.75.23.138,4 ,BR,帕拉伊巴州,wrlink.com.br
G,178.218.144.18,4 ,DE,萨克森自由州,hostus.us
G,179.118.241.30,4 ,BR,圣保罗州,telefonica.com
G,179.199.13.65,4 ,BR,亚马孙州,oi.com.br
G,179.63.6.212,4 ,PE,利马省,amones.net.pe
G,180.75.238.45,4 ,MY,西马,unifi.com.my
G,180.75.239.23,4 ,MY,西马,unifi.com.my
G,180.75.242.226,4 ,MY,西马,unifi.com.my
G,180.75.243.163,4 ,MY,西马,unifi.com.my
G,180.75.251.81,4 ,MY,西马,unifi.com.my
G,180.75.253.222,4 ,MY,西马,unifi.com.my
G,181.118.151.184,4 ,CO,哥伦比亚,
G,181.175.139.123,4 ,EC,厄瓜多尔,grupotvcable.com
G,181.189.103.199,4 ,BR,圣保罗州,facilitude.net.br
G,181.189.11.70,4 ,BR,圣保罗州,globalconecta.com.br
G,181.189.73.194,4 ,BR,圣保罗州,
G,181.209.82.196,4 ,AR,阿根廷,
G,185.127.46.162,4 ,RO,布加勒斯特,nextglobalservices.com
G,185.129.62.62,4 ,DK,首都大区,
G,185.202.74.100,4 ,GB,英国,
G,185.220.100.253,4 ,DE,巴伐利亚州,
G,186.235.201.10,4 ,BR,米纳斯吉拉斯州,verointernet.com.br
G,186.96.212.53,4 ,TT,特立尼达和多巴哥,amplia.co.tt
G,187.18.137.63,4 ,BR,塞阿腊州,multiplaytelecom.com.br
G,187.61.100.203,4 ,BR,北里奥格兰德州,cinte.com.br
G,188.148.34.64,4 ,SE,西曼兰省,comhem.se
G,188.32.241.93,4 ,RU,莫斯科,rt.ru
G,189.72.85.254,4 ,BR,圣卡塔琳娜州,oi.com.br
G,190.234.81.186,4 ,PE,秘鲁,telefonica.com.pe
G,190.51.133.56,4 ,AR,阿根廷,
G,191.37.5.171,4 ,BR,皮奥伊州,fontetelecom.com.br
G,191.7.202.243,4 ,BR,塞阿腊州,online.net.br
G,192.228.138.224,4 ,MY,吉隆坡联邦直辖区,time.com.my
G,192.228.201.195,4 ,MY,吉隆坡联邦直辖区,time.com.my
G,192.42.116.209,4 ,NL,北荷兰省,surf.nl
G,192.42.116.216,4 ,NL,北荷兰省,surf.nl
G,193.160.247.234,4 ,US,新泽西州,stumpnernet.de
G,193.176.84.33,4 ,RO,布加勒斯特,m247.com
G,194.36.91.83,4 ,IL,中央区,omc.co.il
G,196.250.244.79,4 ,ZA,南非,
G,20.83.208.86,4 ,US,华盛顿州,microsoft.com
G,201.131.25.185,4 ,BR,里约热内卢州,milla.com.br
G,201.158.41.150,4 ,BR,圣保罗州,azza.net.br
G,203.81.243.101,4 ,IN,北方邦,sitinetworks.com
G,204.8.96.149,4 ,US,美国,
G,209.35.68.220,4 ,GB,英国,hyperoptic.com
G,211.78.30.139,4 ,CN,台湾,kgex.com.tw
G,213.142.156.167,4 ,TR,伊斯坦布尔省,nosspeed.com
G,217.168.76.83,4 ,RU,加里宁格勒州,rt.ru
G,218.173.132.186,4 ,CN,台湾,cht.com.tw
G,218.173.164.69,4 ,CN,台湾,cht.com.tw
G,219.85.188.67,4 ,CN,台湾,so-net.net.tw
G,2404:7ac0:61e8:b52f:e9a1:1cc4:59de:8656,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:62b3:9e2e:e2b7:1678:e7c2:93c0,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:62f3:8b7a:7e8b:c51a:5477:a0d2,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6302:61c8:30e3:f285:4e7:db0,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:641b:d7c:2f53:8d04:3417:5226,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6427:1785:2a1a:dcff:36a5:94b8,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6496:55e1:1333:3848:3c95:def3,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:67f3:31f7:b7d0:5192:ecc7:955f,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6805:3884:3630:2add:118b:3767,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6865:bf59:2636:87a:554e:59b,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6a1c:32c:ecd7:42ae:5301:442,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c24:3895:c36:f3b:3d38:6df6,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6ca1:4d58:26dd:2d66:7c4e:92c9,4 ,,,
G,2404:7ac0:6e96:cf74:6077:ed85:387a:d940,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6ef0:6b89:6a30:78c6:be60:41b,4 ,CA,魁北克省,ovh.com
G,2404:7ac0:6ef0:6b89:fe1f:1d1f:caa0:42ed,4 ,CA,魁北克省,ovh.com
G,240e:319:15f3:8d00::1,4 ,CA,魁北克省,ovh.com
G,27.125.240.7,4 ,MY,马来西亚,u.com.my
G,27.66.219.62,4 ,VN,河静省,viettel.com.vn
G,27.75.185.154,4 ,VN,平阳省,viettel.com.vn
G,31.145.198.78,4 ,TR,安卡拉省,vodafone.com.tr
G,31.155.236.206,4 ,TR,土耳其,vodafone.com.tr
G,36.65.40.35,4 ,ID,南苏门答腊省,telkom.co.id
G,38.226.108.197,4 ,US,美国,cogentco.com
G,39.1.30.165,4 ,CN,台湾,so-net.net.tw
G,45.141.215.200,4 ,PL,马佐夫舍省,
G,45.146.55.41,4 ,US,乔治亚州,
G,45.183.224.160,4 ,BR,巴拉那州,
G,45.187.34.172,4 ,BR,里约热内卢州,supremanetwork.com.br
G,45.71.211.177,4 ,BR,巴拉那州,
G,45.84.107.128,4 ,DE,黑森州,nodion.com
G,45.84.107.17,4 ,DE,黑森州,nodion.com
G,45.84.107.174,4 ,DE,黑森州,nodion.com
G,45.84.107.47,4 ,DE,黑森州,nodion.com
G,45.90.185.103,4 ,GB,伦敦,
G,46.196.220.6,4 ,TR,安卡拉省,turksat.com.tr
G,46.197.152.141,4 ,TR,伊兹密尔省,turksat.com.tr
G,47.230.165.25,4 ,US,美国,charter.com
G,47.55.11.33,4 ,CA,新不伦瑞克省,bell.ca
G,49.158.244.99,4 ,CN,台湾,twmbroadband.com
G,49.216.105.154,4 ,CN,台湾,taiwanmobile.com
G,5.101.8.204,4 ,RU,莫斯科州,umnyeseti.ru
G,58.96.14.18,4 ,AU,昆士兰州,exetel.com.au
G,60.50.18.163,4 ,MY,霹雳州,tm.com.my
G,61.222.107.9,4 ,CN,台湾,cht.com.tw
G,61.6.150.231,4 ,MY,柔佛州,time.com.my
G,74.15.89.31,4 ,CA,安大略省,bell.ca
G,75.158.175.105,4 ,CA,艾伯塔省,telus.com
G,76.117.12.60,4 ,US,新泽西州,comcast.com
G,76.146.227.198,4 ,US,华盛顿州,comcast.com
G,78.163.202.103,4 ,TR,阿达纳省,turktelekom.com.tr
G,78.190.148.74,4 ,TR,伊斯坦布尔省,turktelekom.com.tr
G,79.177.128.115,4 ,IL,以色列,bezeqint.net
G,84.210.15.209,4 ,NO,维肯郡,get.no
G,85.100.70.128,4 ,TR,伊斯坦布尔省,turktelekom.com.tr
G,85.114.201.56,4 ,UA,基辅,vega.ua
G,85.254.59.207,4 ,US,新泽西州,bite.lv
G,86.15.150.187,4 ,GB,北安普顿郡,virginmedia.com
G,88.1.80.30,4 ,ES,卡斯蒂利亚－拉曼恰自治区,telefonica.es
G,88.164.42.28,4 ,FR,布列塔尼大区,free.fr
G,88.230.229.84,4 ,TR,伊兹密尔省,turktelekom.com.tr
G,89.240.50.228,4 ,GB,威尔士,talktalkgroup.com
G,91.231.233.183,4 ,RU,莫斯科州,
G,91.236.143.252,4 ,RU,莫斯科州,gigacoms.ru
G,93.9.234.163,4 ,FR,上法兰西大区,sfr.com
G,94.120.184.248,4 ,TR,萨姆松省,dsmart.com.tr
G,94.54.248.240,4 ,TR,伊斯坦布尔省,turksat.com.tr
G,1.162.145.65,3 ,CN,台湾,cht.com.tw
G,1.163.144.113,3 ,CN,台湾,cht.com.tw
G,1.170.221.229,3 ,CN,台湾,cht.com.tw
G,1.9.52.18,3 ,MY,柔佛州,tm.com.my
G,100.36.169.37,3 ,US,弗吉尼亚州,verizon.com
G,101.8.39.36,3 ,CN,台湾,taiwanmobile.com
G,103.109.56.77,3 ,BD,吉大港专区,skynetchowmuhani.com
G,103.115.101.40,3 ,BD,孟加拉,
G,103.125.16.101,3 ,ID,万丹省,javamedia.net.id
G,103.138.214.59,3 ,BD,达卡专区,
G,103.151.124.42,3 ,VN,河内市,
G,103.152.239.33,3 ,ID,西爪哇省,aprin.net.id
G,103.162.185.68,3 ,BD,拉杰沙希专区,dupchanchiaonline.com
G,103.162.51.5,3 ,BD,吉大港专区,nexsisbd.com
G,103.167.172.2,3 ,IN,北方邦,
G,103.175.88.189,3 ,IN,喀拉拉邦,
G,103.177.124.142,3 ,BD,达卡专区,boguraonline.net
G,103.188.169.27,3 ,ID,印度尼西亚,
G,103.53.184.140,3 ,ID,南苏拉威西省,
G,103.9.188.228,3 ,KH,柬埔寨,ezecom.com.kh
G,103.99.182.30,3 ,BD,拉杰沙希专区,
G,104.168.59.101,3 ,US,纽约州,colocrossing.com
G,104.28.245.40,3 ,AU,新南威尔士州,cloudflare.com
G,105.101.115.247,3 ,DZ,阿尔及利亚,algerietelecom.dz
G,106.1.113.154,3 ,CN,台湾,kbro.com.tw
G,109.18.53.195,3 ,FR,法兰西岛大区,sfr.com
G,109.64.85.115,3 ,IL,以色列,bezeqint.net
G,111.243.181.186,3 ,CN,台湾,cht.com.tw
G,111.246.208.251,3 ,CN,台湾,cht.com.tw
G,112.105.13.100,3 ,CN,台湾,fetnet.net
G,113.237.1.239,3 ,CN,辽宁,联通
G,113.76.130.114,3 ,CN,广东,电信
G,113.76.130.26,3 ,CN,广东,电信
G,114.231.111.162,3 ,CN,江苏,电信
G,114.96.106.83,3 ,CN,安徽,电信
G,115.134.107.249,3 ,MY,柔佛州,tm.com.my
G,115.135.30.191,3 ,MY,吉隆坡联邦直辖区,tm.com.my
G,115.164.33.168,3 ,MY,马来西亚,digi.com.my
G,115.164.33.44,3 ,MY,马来西亚,digi.com.my
G,116.103.36.3,3 ,VN,承天顺化省,viettel.com.vn
G,117.57.85.252,3 ,CN,安徽,电信
G,117.86.6.249,3 ,CN,江苏,电信
G,118.113.246.233,3 ,CN,四川,电信
G,118.113.247.197,3 ,CN,四川,电信
G,118.169.4.56,3 ,CN,台湾,cht.com.tw
G,119.132.111.164,3 ,CN,广东,电信
G,119.132.117.73,3 ,CN,广东,电信
G,119.132.33.74,3 ,CN,广东,电信
G,120.155.82.54,3 ,AU,新南威尔士州,telstra.com
G,121.121.108.176,3 ,MY,雪兰莪州,maxis.com.my
G,121.230.8.184,3 ,CN,江苏,电信
G,121.232.73.216,3 ,CN,江苏,电信
G,121.232.73.254,3 ,CN,江苏,电信
G,123.18.135.247,3 ,VN,河静省,vnpt.vn
G,123.205.166.136,3 ,CN,台湾,fetnet.net
G,125.228.206.64,3 ,CN,台湾,cht.com.tw
G,128.14.249.152,3 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.159,3 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.162,3 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.171,3 ,BR,里约热内卢州,zenlayer.com
G,128.234.99.135,3 ,SA,沙特阿拉伯,stc.com.sa
G,132.145.125.61,3 ,JP,东京都,oracle.com
G,136.0.150.143,3 ,US,加利福尼亚州,egihosting.com
G,136.158.10.125,3 ,PH,马尼拉都会区,convergeict.com
G,138.199.35.209,3 ,US,加利福尼亚州,cdn77.com
G,139.135.170.12,3 ,PH,菲律宾,convergeict.com
G,14.171.156.72,3 ,VN,北江省,vnpt.vn
G,14.204.54.142,3 ,CN,云南,联通
G,14.228.19.7,3 ,VN,乂安省,vnpt.vn
G,14.243.97.142,3 ,VN,得乐省,vnpt.vn
G,141.255.134.143,3 ,FR,法国,jaguar-network.com
G,143.255.228.14,3 ,BR,巴伊亚州,
G,144.172.75.248,3 ,US,纽约州,buyvm.net
G,145.14.139.115,3 ,DE,巴伐利亚州,terratransit.de
G,145.14.139.2,3 ,DE,巴伐利亚州,terratransit.de
G,145.14.139.30,3 ,DE,巴伐利亚州,terratransit.de
G,147.194.122.50,3 ,CA,安大略省,comwave.net
G,160.178.221.56,3 ,MA,摩洛哥,
G,160.187.227.129,3 ,JP,日本,
G,160.19.146.210,3 ,,亚太地区,
G,161.142.117.78,3 ,MY,吉隆坡联邦直辖区,time.com.my
G,161.142.136.28,3 ,MY,马来西亚,time.com.my
G,161.142.139.127,3 ,MY,马来西亚,time.com.my
G,161.142.140.204,3 ,MY,马来西亚,time.com.my
G,161.142.144.121,3 ,MY,马来西亚,time.com.my
G,161.142.144.139,3 ,MY,马来西亚,time.com.my
G,161.142.146.215,3 ,MY,马来西亚,time.com.my
G,161.142.151.240,3 ,MY,马来西亚,time.com.my
G,161.142.152.147,3 ,MY,马来西亚,time.com.my
G,161.142.159.129,3 ,MY,马来西亚,time.com.my
G,170.247.238.84,3 ,BR,圣保罗州,ipnettelecom.com.br
G,171.225.129.169,3 ,VN,宁顺省,viettel.com.vn
G,173.249.39.200,3 ,DE,巴伐利亚州,contabo.com
G,174.7.18.57,3 ,CA,不列颠哥伦比亚省,shaw.ca
G,175.139.48.114,3 ,MY,砂拉越州,tm.com.my
G,176.102.222.80,3 ,UA,波尔塔瓦州,fobos.pl.ua
G,176.115.145.16,3 ,RU,下诺夫哥罗德州,lt-nn.net
G,176.134.48.180,3 ,FR,法兰西岛大区,bouyguestelecom.fr
G,176.196.182.102,3 ,RU,克麦罗沃州,goodline.info
G,176.236.233.97,3 ,TR,土耳其,superonline.net
G,177.128.242.45,3 ,BR,南里奥格兰德州,netcomet.com.br
G,177.22.236.206,3 ,BR,米纳斯吉拉斯州,konnet.com.br
G,177.244.44.78,3 ,MX,墨西哥州,megacable.com.mx
G,177.45.35.117,3 ,BR,圣保罗州,telefonica.com
G,177.6.175.212,3 ,BR,巴拉那州,oi.com.br
G,177.69.58.65,3 ,BR,巴西,algartelecom.com.br
G,177.94.57.142,3 ,BR,圣保罗州,telefonica.com
G,178.120.8.180,3 ,BY,布列斯特州,beltelecom.by
G,178.233.173.55,3 ,TR,宗古尔达克省,turksat.com.tr
G,178.249.213.185,3 ,JP,东京都,hostuj.to
G,179.109.98.176,3 ,BR,巴拉那州,navex.com.br
G,179.217.101.212,3 ,BR,马托格罗索州,claro.com.br
G,180.120.220.146,3 ,CN,江苏,电信
G,180.75.243.102,3 ,MY,西马,unifi.com.my
G,180.75.243.114,3 ,MY,西马,unifi.com.my
G,180.75.248.19,3 ,MY,西马,unifi.com.my
G,180.75.255.119,3 ,MY,西马,unifi.com.my
G,180.75.45.182,3 ,MY,西马,unifi.com.my
G,181.189.91.14,3 ,BR,米纳斯吉拉斯州,realdata.com.br
G,181.224.175.73,3 ,EC,厄瓜多尔,
G,181.40.18.42,3 ,PY,巴拉圭,tigo.com.py
G,183.171.110.219,3 ,MY,西马,celcom.com.my
G,185.175.47.162,3 ,RU,莫斯科,selectel.ru
G,185.202.75.212,3 ,GB,英国,
G,185.220.100.240,3 ,DE,巴伐利亚州,
G,185.220.101.156,3 ,DE,柏林州,
G,185.220.101.31,3 ,DE,柏林州,
G,185.220.101.33,3 ,DE,柏林州,
G,185.246.188.149,3 ,NL,德伦特省,flokinet.is
G,185.255.179.101,3 ,RU,莫斯科,
G,185.5.71.191,3 ,CZ,捷克,poda.cz
G,186.148.196.101,3 ,PE,秘鲁,entel.bo
G,186.148.230.216,3 ,BR,塞尔希培州,
G,186.158.200.201,3 ,AR,阿根廷,
G,186.158.32.177,3 ,AR,阿根廷,
G,186.205.23.238,3 ,BR,里约热内卢州,claro.com.br
G,186.222.113.143,3 ,BR,南里奥格兰德州,claro.com.br
G,186.233.221.8,3 ,BR,圣保罗州,iveloz.net.br
G,186.97.192.59,3 ,CO,哥伦比亚,
G,187.38.170.99,3 ,BR,圣保罗州,claro.com.br
G,187.44.255.246,3 ,BR,巴伊亚州,itsbrasil.net
G,187.73.24.5,3 ,BR,米纳斯吉拉斯州,verointernet.com.br
G,188.193.65.132,3 ,DE,巴伐利亚州,vodafone.de
G,189.1.234.127,3 ,BR,巴西,ruralwebtelecom.com.br
G,189.55.187.22,3 ,BR,圣保罗州,claro.com.br
G,189.6.97.38,3 ,BR,联邦区,claro.com.br
G,189.84.176.71,3 ,BR,里约热内卢州,sodobrasil.net.br
G,190.124.20.218,3 ,HN,洪都拉斯,metronethn.com
G,190.183.23.80,3 ,AR,阿根廷,
G,190.236.195.157,3 ,PE,秘鲁,telefonica.com.pe
G,190.249.138.148,3 ,CO,哥伦比亚,
G,191.37.147.174,3 ,BR,圣保罗州,infovaletelecom.com.br
G,191.5.123.129,3 ,BR,圣保罗州,viafibraprovedor.com.br
G,192.228.195.20,3 ,MY,吉隆坡联邦直辖区,time.com.my
G,192.42.116.175,3 ,NL,北荷兰省,surf.nl
G,193.30.13.19,3 ,ES,穆尔西亚自治区,wispeuropa.com
G,195.174.55.194,3 ,TR,泰基尔达省,turktelekom.com.tr
G,196.115.91.0,3 ,MA,摩洛哥,
G,2.85.14.151,3 ,GR,中马其顿大区,cosmote.gr
G,201.140.241.199,3 ,BR,南里奥格兰德州,nettron.com.br
G,201.27.206.191,3 ,BR,圣保罗州,telefonica.com
G,201.71.42.118,3 ,BR,米纳斯吉拉斯州,naclick.com.br
G,203.138.197.4,3 ,JP,东京都,sphere.ne.jp
G,204.8.96.160,3 ,US,美国,
G,206.43.106.79,3 ,BR,帕拉州,cogentco.com
G,207.174.22.10,3 ,US,科罗拉多州,coop.net
G,210.186.74.232,3 ,MY,彭亨州,tm.com.my
G,212.154.57.131,3 ,TR,土耳其,turk.net
G,213.230.92.10,3 ,UZ,乌兹别克斯坦,uztelecom.uz
G,213.55.241.148,3 ,CH,苏黎世州,salt.ch
G,216.164.181.133,3 ,US,宾夕法尼亚州,rcn.com
G,216.8.83.16,3 ,US,伊利诺伊州,hansoninfosys.com
G,217.113.235.181,3 ,PL,波兰,toya.net.pl
G,219.85.35.117,3 ,CN,台湾,so-net.net.tw
G,24.133.128.48,3 ,TR,伊斯坦布尔省,turksat.com.tr
G,24.63.181.229,3 ,US,马萨诸塞州,comcast.com
G,2404:7ac0:612e:76de:945a:75cc:430f:3317,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:61b9:fa3c:e85a:6296:7c30:ee8d,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:62a6:6c62:a634:f342:7800:4ee9,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:62b3:9e2e:3234:befb:efa5:322a,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:62b3:9e2e:c995:ac9d:5182:9df5,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6310:c70e:1eba:f48e:7bc6:43ae,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:634d:b36:f754:f3c1:6513:c728,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:638e:9340:e795:664d:8252:8f64,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:63de:d2bc:d7ab:131e:450e:8d77,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:647f:3de5:e854:d5ff:389b:4584,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:65f4:5200:404a:ed34:749a:3082,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:66a0:d2a6:659a:b3a3:8cf0:b35e,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6745:82e7:c560:7928:b78f:f387,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6957:5f74:7568:5a1e:4d56:8ffe,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:69d2:f393:e742:c437:d95:1819,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:69f7:cb46:748b:235b:373a:6e10,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6a1c:32c:4d60:2586:bbb1:f15f,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6a7d:1dbd:358d:20b9:f7f0:ffe0,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6aba:ea39:7e9d:b170:2f88:2000,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6af8:b448:e730:eacb:7076:133e,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6bbd:da1a:6451:c0f4:4767:3a15,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6bbd:da1a:f2e2:21fe:5c8a:4cf8,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6bbd:e9aa:a360:fb6a:48d1:2289,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c1d:d406:dca7:2041:3a13:a6e,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c49:77c5:a912:8966:affa:7535,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6ca0:bf43:861e:be96:aa83:d774,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6cae:a48b:c367:f194:60a7:743e,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6da9:63b8:adce:201e:a450:55e,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6db1:adab:2826:2da0:6e16:73ef,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6dea:5f1a:f980:bb21:fc44:2b18,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6e09:2069:2631:ce60:a0fe:31d9,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6f17:682b:8442:b2f0:42e2:c9d8,3 ,CA,魁北克省,ovh.com
G,2404:7ac0:6fda:66e4:b307:f5e4:cb31:fbb8,3 ,CA,魁北克省,ovh.com
G,27.64.237.102,3 ,VN,同塔省,viettel.com.vn
G,27.66.213.31,3 ,VN,河静省,viettel.com.vn
G,27.73.21.131,3 ,VN,乂安省,viettel.com.vn
G,2a01:4f8:1c1b:63fe::1,3 ,CA,魁北克省,ovh.com
G,31.133.120.151,3 ,RU,圣彼得堡,freedh.ru
G,31.223.49.96,3 ,TR,伊斯坦布尔省,turk.net
G,31.51.15.159,3 ,GB,英国,bt.com
G,36.227.128.51,3 ,CN,台湾,cht.com.tw
G,36.231.81.236,3 ,CN,台湾,cht.com.tw
G,36.235.196.81,3 ,CN,台湾,cht.com.tw
G,36.239.6.213,3 ,CN,台湾,cht.com.tw
G,37.201.240.217,3 ,DE,黑森州,unitymedia.de
G,37.61.124.65,3 ,AZ,阿塞拜疆,baktelecom.az
G,38.135.24.177,3 ,US,美国,cogentco.com
G,38.188.98.163,3 ,US,美国,cogentco.com
G,41.198.154.86,3 ,ZA,南非,
G,41.90.178.74,3 ,KE,肯尼亚,
G,43.248.16.128,3 ,CN,台湾,nwcatv.com.tw
G,45.118.159.196,3 ,IN,德里,excitel.com
G,45.176.157.58,3 ,BR,皮奥伊州,smnet.net.br
G,45.177.163.237,3 ,BR,圣保罗州,connectionstelecom.com.br
G,45.179.20.174,3 ,BR,戈亚斯州,newmastertelecom.com.br
G,45.224.51.11,3 ,BR,戈亚斯州,
G,45.224.99.155,3 ,EC,厄瓜多尔,nedetel.net
G,45.90.185.101,3 ,GB,伦敦,
G,46.0.197.26,3 ,RU,萨马拉州,domru.ru
G,47.149.90.34,3 ,US,加利福尼亚州,frontier.com
G,49.176.230.145,3 ,AU,维多利亚州,optus.com.au
G,5.151.113.63,3 ,GB,伦敦,glidegroup.co.uk
G,5.25.130.71,3 ,TR,土耳其,turkcell.com.tr
G,5.25.175.129,3 ,TR,土耳其,turkcell.com.tr
G,5.27.10.6,3 ,TR,土耳其,turkcell.com.tr
G,5.36.173.33,3 ,OM,阿曼,omantel.om
G,51.39.60.142,3 ,SA,沙特阿拉伯,zain.com
G,59.132.147.72,3 ,JP,日本,kddi.com
G,59.38.14.130,3 ,CN,广东,电信
G,60.52.46.213,3 ,MY,柔佛州,tm.com.my
G,60.53.33.247,3 ,MY,柔佛州,tm.com.my
G,61.228.197.105,3 ,CN,台湾,cht.com.tw
G,66.78.184.93,3 ,US,田纳西州,aeneas.net
G,70.190.238.134,3 ,US,亚利桑那州,cox.com
G,71.227.238.138,3 ,US,华盛顿州,comcast.com
G,76.104.92.124,3 ,US,弗吉尼亚州,comcast.com
G,76.151.134.121,3 ,US,华盛顿,comcast.com
G,78.163.142.164,3 ,TR,伊兹密尔省,turktelekom.com.tr
G,78.190.201.208,3 ,TR,伊斯坦布尔省,turktelekom.com.tr
G,79.116.226.200,3 ,ES,西班牙,digimobil.es
G,82.167.79.142,3 ,SA,沙特阿拉伯,
G,82.167.86.135,3 ,SA,沙特阿拉伯,
G,82.21.59.39,3 ,GB,多塞特郡,virginmedia.com
G,82.30.139.237,3 ,GB,西约克郡,virginmedia.com
G,83.135.184.0,3 ,DE,北莱茵－威斯特法伦州,versatel.de
G,84.227.34.66,3 ,CH,伯尔尼州,sunrise.ch
G,84.54.71.47,3 ,UZ,乌兹别克斯坦,uztelecom.uz
G,85.209.76.220,3 ,GB,伦敦,
G,85.209.76.23,3 ,GB,伦敦,
G,85.254.137.39,3 ,US,新泽西州,bite.lv
G,85.254.30.149,3 ,US,新泽西州,bite.lv
G,85.254.30.45,3 ,US,新泽西州,bite.lv
G,85.96.160.26,3 ,TR,萨姆松省,turktelekom.com.tr
G,86.102.27.140,3 ,RU,滨海边疆区,rt.ru
G,86.103.33.191,3 ,DE,石勒苏益格－荷尔斯泰因州,tng.de
G,86.155.58.42,3 ,GB,英国,bt.com
G,88.226.235.4,3 ,TR,伊斯坦布尔省,turktelekom.com.tr
G,88.231.135.119,3 ,TR,萨卡里亚省,turktelekom.com.tr
G,88.97.165.100,3 ,GB,英国,zen.co.uk
G,89.22.198.15,3 ,BA,波斯尼亚和黑塞哥维那,lnksystems.com
G,89.98.100.56,3 ,NL,海尔德兰省,ziggo.nl
G,92.31.198.81,3 ,GB,英国,talktalkgroup.com
G,94.55.173.30,3 ,TR,科尼亚省,turksat.com.tr
G,95.147.11.136,3 ,GB,英国,ee.co.uk
G,95.5.65.205,3 ,TR,开塞利省,turktelekom.com.tr
